ybp,K_ID,Lat,Lon,Acer,Achillea_t,Aconitum,Agrimonia,Alchemilla,Alnus,Anagallis,Anemone_t,Apiaceae,Armeria,Artemisia,Asteraceae,Asteraceae_liguliflorae,Asteraceae_tubuliflorae,Astragalus,Betula,Betula_nana_t,Boraginaceae,Brassicaceae,Calluna_vulgaris,Campanula,Cannabis_t,Carpinus,Caryophyllaceae,Centaurea_cyanus,Centaurea_sp,Cerastium_t,Cerealia_sum,Chenopodiaceae,Chrysosplenium,Circaea,Cirsium_t,Convolvulaceae,Corylus,Cyperaceae,Daphne,Dianthus,Dipsacaceae,Drosera,Dryas,Empetraceae,Epilobium,Epilobium_angustifolium,Ericaceae,Fabaceae,Fagopyrum_esculentum,Fagus,Fallopia_convolvulus,Filipendula,Frangula,Fraxinus,Galium_t,Gentianaceae,Geranium,Geum,Hedera,Helianthemum,Helianthus_t,Hippophae,Humulus,Hypericum,Impatiens,Jasione,Juniperus,Knautia,Lamiaceae,Liliaceae,Linum_catharcticum,Linum_usitatissimum,Lychnis_t,Lycopus,Lysimachia,Lythrum,Melampyrum,Mentha,Mercurialis,Myrica_t,Odontites,Onagraceae,Ononis,Oxyria_t,Papaveraceae,Parnassia,Picea,Pinus,Plantago_lanceolata,Plantago_majormedia_t,Plantago_maritima_t,Plantago_sp,Poaceae,Polemoniaceae,Polygala,Polygonum_aviculare,Polygonum_persicaria,Populus,Potentilla,Primulaceae,Prunella,Pulmonaria,Quercus,Ranunculaceae,Ranunculus_acris_t,Rhamnus,Rhinanthus,Rosaceae,Rubus_chamaemorus,Rumex,Rumex_acac_t,Rumex_longifolium,Salix,Sambucus,Sanguisorba,Saxifraga,Scheuchzeria_palustris,Scrophularia,Scrophulariaceae,Secale,Sedum,Solanum,SolidagoSaussurea_t,Sorbus,Spergula,Stachys,Succisa,Taxus,Teucrium_t,Thalictrum_t,Tilia,Trientalis,Trifolium_t,Trollius,Ulmus,Urtica,Vaccinum_t,Valeriana,Veronica,Viburnum,Vicia,Viola,Viscum
10095.15385,K48,58.756667,24.460278,0,0,0,0,0,263,0,0,1,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,151,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,95,0,0,0,0,0,0,0,0
10059.72185,K24,59.076944,24.099722,0,0,0,0,0,38,0,0,1,0,9,0,0,2,0,568,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,163,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,353,0,0,0,0,227,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0
10043.7715,K22,59.441667,25,0,0,0,0,0,10,0,0,1,0,9,0,0,1,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280,0,0,0,0,90,0,0,0,0,1,0,0,0,0,3,1,0,0,0,3,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0
10018.03125,K36,59.175833,24.429722,0,0,0,0,0,72,0,0,0,0,13,0,0,0,0,361,0,0,0,871,0,1,1,1,1,0,0,3,5,0,0,0,0,28,312,0,0,0,0,0,0,0,0,7,0,0,1,0,4,2,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,453,1,0,0,0,30,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0
10000.91391,K24,59.076944,24.099722,0,0,0,0,0,6,0,0,1,0,7,0,0,1,0,614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,182,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,334,0,0,0,0,584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0
9984.769231,K48,58.756667,24.460278,0,0,0,0,0,274,0,0,0,0,3,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,165,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1,0,130,0,0,0,0,0,0,0,0
9942.10596,K24,59.076944,24.099722,0,0,0,0,0,38,0,0,0,0,5,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,137,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,384,0,0,0,0,352,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,0,0
9940.1,K11,59.48674,25.531503,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,690,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,444,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0
9883.298013,K24,59.076944,24.099722,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,536,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,124,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,391,0,0,0,0,154,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0
9874.384615,K48,58.756667,24.460278,1,1,0,0,0,256,0,0,1,0,1,0,0,0,0,282,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,129,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,131,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,113,0,0,0,0,0,0,0,0
9824.490066,K24,59.076944,24.099722,0,0,0,0,0,3,0,0,1,0,8,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,138,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
9806.7715,K22,59.441667,25,0,0,0,0,0,86,0,0,3,0,10,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,47,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,76,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,57,0,0,0,0,0,0,0,0
9764,K48,58.756667,24.460278,0,0,0,0,0,270,0,0,0,0,5,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,116,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,140,0,0,0,0,0,0,0,0
9706.874172,K24,59.076944,24.099722,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,34,548,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,437,0,0,0,0,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0
9706.53125,K36,59.175833,24.429722,0,0,0,0,0,152,0,0,2,0,22,0,1,1,0,287,0,0,0,1178,0,0,1,0,0,0,0,16,1,0,0,0,0,34,89,0,0,0,0,0,0,0,0,53,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76,439,3,2,0,0,33,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9634,K48,58.756667,24.460278,0,0,0,0,0,232,0,0,0,0,2,0,0,0,0,348,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,161,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,138,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,110,0,0,0,0,0,0,0,1
9624.7,K11,59.48674,25.531503,0,0,0,0,0,62,0,0,0,0,6,0,0,0,0,660,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,356,0,0,0,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
9589.258278,K24,59.076944,24.099722,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,72,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,167,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0
9569.7715,K22,59.441667,25,0,0,0,0,0,231,0,0,1,0,7,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,54,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
9556,K48,58.756667,24.460278,0,0,0,0,0,243,0,0,0,0,1,0,0,0,0,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,127,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,92,1,0,0,0,0,0,0,0
9499.2215,K22,59.441667,25,0,0,0,0,0,300,0,0,0,0,4,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,37,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
9471.642384,K24,59.076944,24.099722,0,0,0,0,0,23,0,0,0,0,10,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,50,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,402,0,0,0,0,55,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0
9467,K11,59.48674,25.531503,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,428,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
9428.6715,K22,59.441667,25,0,0,0,0,0,348,0,0,2,0,5,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129,0,0,0,0,0,0,0,0
9415.117647,K48,58.756667,24.460278,1,0,0,0,0,223,0,0,0,0,3,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,78,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,124,0,0,0,0,0,0,0,0
9412.834437,K24,59.076944,24.099722,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,46,45,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,471,0,0,0,0,66,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
9395.03125,K36,59.175833,24.429722,0,0,0,0,0,107,0,0,0,0,21,0,0,2,0,366,0,0,0,1204,0,2,0,0,0,0,0,4,3,0,0,0,0,22,73,0,0,0,0,0,0,0,0,30,0,0,1,0,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,416,2,0,0,0,42,0,0,1,0,0,0,0,0,0,10,1,0,0,0,1,0,0,6,0,4,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9358.1215,K22,59.441667,25,0,0,0,0,0,410,0,0,0,0,1,0,0,0,0,347,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,49,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,120,0,0,0,0,0,0,0,0
9354.02649,K24,59.076944,24.099722,0,0,0,0,0,7,0,0,1,0,3,0,1,1,0,504,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,64,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,383,0,0,0,0,96,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
9324,K11,59.48674,25.531503,0,0,0,0,0,257,0,0,0,0,5,0,0,0,0,403,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
9295.218543,K24,59.076944,24.099722,0,0,0,0,0,13,0,0,1,0,2,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,24,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,480,0,0,0,0,65,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26,0,0,0,0,0,0,0,0
9287.5715,K22,59.441667,25,0,0,0,0,0,499,0,0,0,0,2,0,0,0,0,413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,63,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,0,0,0,0,38,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,0,0,0,0,0,0,0,0
9274.235294,K48,58.756667,24.460278,1,0,0,0,0,280,0,0,1,0,2,0,0,0,0,301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,70,0,0,0,0,6,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,146,0,0,0,0,0,0,0,0
9236.410596,K24,59.076944,24.099722,0,0,0,0,0,27,0,0,1,0,7,0,0,1,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
9217.0215,K22,59.441667,25,0,0,0,0,0,449,0,0,0,0,5,0,0,1,0,294,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,81,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,83,0,0,0,0,23,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95,0,0,0,0,0,0,0,0
9181,K11,59.48674,25.531503,0,0,0,0,0,178,0,0,3,0,6,0,0,0,0,437,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
9177.602649,K24,59.076944,24.099722,0,0,0,0,0,61,0,0,0,0,4,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,39,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
9146.4715,K22,59.441667,25,0,0,0,0,0,356,0,0,1,0,1,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,160,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,0,0,0,0,25,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126,0,0,0,0,0,0,0,0
9133.352941,K48,58.756667,24.460278,0,0,0,0,0,245,0,0,1,0,3,0,0,0,0,344,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,52,0,0,0,0,4,0,0,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,91,0,0,0,0,0,0,0,0
9118.794702,K24,59.076944,24.099722,0,0,0,0,0,115,0,0,1,0,5,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,169,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
9081.954545,K36,59.175833,24.429722,0,0,0,0,0,88,0,0,0,0,11,0,0,1,0,318,0,0,2,488,1,3,1,0,0,0,1,11,1,0,0,0,0,7,119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,484,3,1,0,0,54,0,0,1,0,0,0,0,0,0,8,0,0,0,1,1,0,0,7,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9075.9215,K22,59.441667,25,0,0,0,0,0,392,0,0,0,0,8,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,133,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,28,0,0,0,0,2,1,0,0,0,1,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
9038,K11,59.48674,25.531503,0,0,0,0,0,435,0,0,0,0,3,0,0,0,0,445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,0,0,0,0,0,0,0,0
